wid,price,variety,region,province,country,winery,encoded,color
168,10.0,Red Blend,"Columbia Valley (WA), Columbia Valley",Washington,US,14 Hands,"0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0", red
169,38.0,Bordeaux-style Red Blend,"Napa Valley, Napa",California,US,Hendry,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0", red
170,14.0,Pinot Blanc,Alsace,Alsace,France,Jean-Baptiste Adam,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", white
171,18.0,Pinot Gris,Alsace,Alsace,France,Jean-Baptiste Adam,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", white
172,20.0,Sparkling Blend,Crémant d'Alsace,Alsace,France,Jean-Baptiste Adam,"0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
173,16.0,Red Blend,"Columbia Valley (WA), Columbia Valley",Washington,US,Waterbrook,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
174,72.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Prime,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
175,30.0,Pinot Noir,"Finger Lakes, Finger Lakes",New York,US,Red Tail Ridge,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0", red
176,18.0,Red Blend,Rosso Piceno Superiore,Central Italy,Italy,Saladini Pilastri,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
177,,Pinot Noir,nan,Vienna,Austria,Stift Klosterneuburg,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
178,14.0,Red Blend,"Columbia Valley (WA), Columbia Valley",Washington,US,Three Rivers,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
179,120.0,Nebbiolo,Barolo,Piedmont,Italy,Marchesi di Barolo,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
180,107.0,Nebbiolo,Barolo,Piedmont,Italy,Michele Chiarlo,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
181,72.0,Pinot Noir,"Santa Lucia Highlands, Central Coast",California,US,Pessagno,"1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0", red
182,68.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Red Car,"0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0", red
183,65.0,Tempranillo Blend,Rioja,Northern Spain,Spain,Artadi,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red or white
184,50.0,Sauvignon Blanc,Sancerre,Loire Valley,France,Henri Bourgeois,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
185,55.0,Pinot Noir,"Ribbon Ridge, Willamette Valley",Oregon,US,Trisaetum,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
186,16.0,Portuguese Red,nan,Alentejano,Portugal,José Maria da Fonseca,"0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
187,50.0,Nebbiolo,Barolo,Piedmont,Italy,Mauro Veglio,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
188,50.0,Nebbiolo,Barolo,Piedmont,Italy,Ascheri,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1", red
189,30.0,Pinot Gris,"Dundee Hills, Willamette Valley",Oregon,US,Aubichon Cellars,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", white
190,79.0,Nebbiolo,Barolo,Piedmont,Italy,Beni di Batasiolo,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0", red
191,100.0,Cabernet Sauvignon,South Australia,South Australia,Australia,Casella,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
192,61.0,Pinot Noir,"Santa Lucia Highlands, Central Coast",California,US,Testarossa,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
193,55.0,Pinot Noir,"Dundee Hills, Willamette Valley",Oregon,US,Trisaetum,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
194,68.0,Cabernet Sauvignon,"Paso Robles, Central Coast",California,US,Venteux,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
195,45.0,Riesling,nan,Kremstal,Austria,Stift Göttweig,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
196,50.0,Pinot Noir,"Santa Cruz Mountains, Central Coast",California,US,Thomas Fogarty,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0", red
197,160.0,Cabernet Sauvignon,"Rutherford, Napa",California,US,Bell,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
198,50.0,Red Blend,Toscana,Tuscany,Italy,Tenuta Sette Cieli,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
199,55.0,Chardonnay,"Sta. Rita Hills, Central Coast",California,US,La Voix,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
200,28.0,Cabernet Sauvignon,"El Dorado, Sierra Foothills",California,US,Lava Cap,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
201,30.0,Chardonnay,"Sta. Rita Hills, Central Coast",California,US,Lincourt,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
202,54.0,Pinot Noir,"Santa Lucia Highlands, Central Coast",California,US,Loring Wine Company,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0", red
203,39.0,Grüner Veltliner,nan,Wagram,Austria,Anton Bauer,"0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
204,45.0,Blaufränkisch,nan,Carnuntum,Austria,Artner,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
205,30.0,Chardonnay,"Edna Valley, Central Coast",California,US,Baileyana,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
206,110.0,Pinot Noir,"Sta. Rita Hills, Central Coast",California,US,Wedell Cellars,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
207,39.0,Pinot Noir,"Santa Cruz Mountains, Central Coast",California,US,Wrights Station,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
208,75.0,Austrian Red Blend,nan,Burgenland,Austria,Heinrich,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0", red
209,45.0,Grüner Veltliner,nan,Wachau,Austria,Jäger,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
210,80.0,Grüner Veltliner,nan,Kamptal,Austria,Bründlmayer,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", white
211,75.0,Red Blend,Toscana,Tuscany,Italy,Castello Banfi,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0", red
212,73.0,Gamay,Moulin-à-Vent,Beaujolais,France,Domaine Labruyère,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
213,30.0,Chardonnay,"Sta. Rita Hills, Central Coast",California,US,Foley,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
214,55.0,Sauvignon Blanc,nan,Marlborough,New Zealand,Giesen,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
215,70.0,Sangiovese,Toscana,Tuscany,Italy,Mazzei,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0", red
216,75.0,Sparkling Blend,"Carneros, Napa-Sonoma",California,US,Schramsberg,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white or rosé
217,30.0,Sauvignon Blanc,nan,Hawke's Bay,New Zealand,Te Mata,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
218,65.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Zoetic Wines,"0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0", red
219,28.0,Grüner Veltliner,nan,Kamptal,Austria,Allram,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
220,31.0,Grüner Veltliner,nan,Kamptal,Austria,Allram,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
221,49.0,Grüner Veltliner,nan,Wagram,Austria,Anton Bauer,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
222,50.0,Grüner Veltliner,nan,Kamptal,Austria,Bründlmayer,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
223,62.0,Cabernet Sauvignon-Syrah,"Central Coast, Central Coast",California,US,Caliza,"0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
224,40.0,Sangiovese,Chianti Classico,Tuscany,Italy,Casa al Vento,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0", red
225,30.0,Rosé,"Livermore Valley, Central Coast",California,US,Murrieta's Well,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
226,25.0,Red Blend,Rioja,Northern Spain,Spain,Olivier Rivière,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
227,60.0,Chardonnay,Mendocino,California,US,Patz & Hall,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
228,29.0,Bordeaux-style Red Blend,"Yakima Valley, Columbia Valley",Washington,US,Pearl and Stone,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
229,56.0,Nebbiolo,Barbaresco,Piedmont,Italy,Piero Busso,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0", red
230,26.0,Chardonnay,"Carneros, Napa-Sonoma",California,US,Poseidon,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
231,44.0,Chardonnay,Pouilly-Fuissé,Burgundy,France,Rijckaert,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", white
232,60.0,Rhône-style Red Blend,Lake County,California,US,Sol Rouge,"1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0", red
233,25.0,Picpoul,"Yakima Valley, Columbia Valley",Washington,US,Syncline,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
234,90.0,White Blend,Priorat,Catalonia,Spain,Terroir Al Límit,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
235,55.0,Carmenère,"Walla Walla Valley (WA), Columbia Valley",Washington,US,JM Cellars,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
236,65.0,Chardonnay,"Knights Valley, Sonoma",California,US,Knights Bridge,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
237,60.0,Pinot Noir,"Arroyo Grande Valley, Central Coast",California,US,Laetitia,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0", red
238,75.0,Sparkling Blend,"Russian River Valley, Sonoma",California,US,Longboard,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
239,46.0,Chardonnay,"Russian River Valley, Sonoma",California,US,MacRostie,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", white
240,44.0,Pinot Noir,Mendocino Ridge,California,US,Arista,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
241,58.0,Rhône-style Red Blend,"Paso Robles, Central Coast",California,US,Asuncion Ridge,"1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
242,39.0,Red Blend,"Columbia Valley (WA), Columbia Valley",Washington,US,Baer,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
243,35.0,Syrah,"Monterey, Central Coast",California,US,Boekenoogen,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
244,45.0,Nebbiolo,Barbaresco,Piedmont,Italy,Ugo Lequio,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1", red
245,50.0,Champagne Blend,Champagne,Champagne,France,Dom Caudron,"0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0", white
246,28.0,Sparkling Blend,Crémant d'Alsace,Alsace,France,Domaine Charles Frey,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
247,25.0,Bordeaux-style Red Blend,Cadillac Côtes de Bordeaux,Bordeaux,France,Domaine Les Carmels,"0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
248,12.0,Riesling,nan,Mosel,Germany,Dr. Pauly Bergweiler,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
249,45.0,Pinot Noir,"Carneros, Napa-Sonoma",California,US,Etude,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
250,16.0,Monastrell,Jumilla,Levante,Spain,Finca Ventura,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
251,30.0,Sparkling Blend,Piemonte,Piedmont,Italy,Gancia,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
252,36.0,Chardonnay,"Russian River Valley, Sonoma",California,US,Gracianna,"0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1", white
253,30.0,Pinot Noir,"Willamette Valley, Willamette Valley",Oregon,US,Amalie Robert,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
254,26.0,Sauvignon Blanc,"Sonoma County, Sonoma",California,US,Apsara,"0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0", white
255,19.0,Red Blend,Pago de Arínzano,Northern Spain,Spain,Arínzano,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0", red
256,50.0,Sagrantino,"St. Helena, Napa",California,US,Benessere,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
257,55.0,Champagne Blend,Champagne,Champagne,France,Bertrand-Delespierre,"0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0", white
258,65.0,Champagne Blend,Champagne,Champagne,France,Besserat de Bellefon,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0", white
259,14.0,Rosé,Cariñena,Northern Spain,Spain,Bodegas Paniza,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
260,14.0,Chardonnay,"Santa Barbara County, Central Coast",California,US,Cameron Hughes,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
261,30.0,Champagne Blend,Champagne,Champagne,France,Canard-Duchêne,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
262,55.0,Sparkling Blend,Franciacorta,Lombardy,Italy,Castello Bonomi,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
263,32.0,Pinot Noir,Alsace,Alsace,France,Cave de Turckheim,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
264,60.0,Champagne Blend,Champagne,Champagne,France,Chanoine,"0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", white
265,39.0,Champagne Blend,Champagne,Champagne,France,Chassenay d'Arce,"0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
266,18.0,Bordeaux-style Red Blend,Bordeaux Supérieur,Bordeaux,France,Château Labatut,"0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
267,50.0,Chardonnay,"Green Valley, Sonoma",California,US,Iron Horse,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
268,50.0,Grüner Veltliner,nan,Kamptal,Austria,Jurtschitsch,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
269,65.0,Cabernet Sauvignon,"Santa Barbara County, Central Coast",California,US,La Voix,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
270,30.0,Cabernet Sauvignon,"California, California Other",California,US,Malibu Rocky Oaks,"1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
271,34.0,Zinfandel,"Russian River Valley, Sonoma",California,US,Novy,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", red
272,50.0,Pinot Noir,"Carneros, Napa-Sonoma",California,US,Acacia,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
273,20.0,Chardonnay,"Russian River Valley, Sonoma",California,US,Balletto,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
274,75.0,Riesling,nan,Niederösterreich,Austria,R&A; Pfaffl,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
275,38.0,Blaufränkisch,"Santa Ynez Valley, Central Coast",California,US,Solminer,"1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0", red
276,24.0,Gamay,Fleurie,Beaujolais,France,Stéphane Aviron,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
277,42.0,Pinot Noir,"Santa Lucia Highlands, Central Coast",California,US,Talbott,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
278,65.0,Chardonnay,"Russian River Valley, Sonoma",California,US,Williams Selyem,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
279,52.0,Cabernet Sauvignon,"Livermore Valley, Central Coast",California,US,Wood Family Vineyards,"1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0", red
280,55.0,Rhône-style Red Blend,Châteauneuf-du-Pape,Rhône Valley,France,Domaine Lucien Barrot et Fils,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
281,55.0,Sparkling Blend,"Carneros, Napa-Sonoma",California,US,Frank Family,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
282,84.0,Viognier,Condrieu,Rhône Valley,France,Gilles Flacher,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
283,45.0,Chardonnay,"Russian River Valley, Sonoma",California,US,MacPhail,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
284,17.0,Syrah,Costières de Nîmes,Rhône Valley,France,Michel Gassier,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
285,39.0,Red Blend,nan,Carnuntum,Austria,Netzl,"1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0", red
286,33.0,Grüner Veltliner,nan,Carnuntum,Austria,Netzl,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
287,35.0,Chardonnay,Chablis,Burgundy,France,William Fèvre,"0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
288,21.0,Portuguese Red,nan,Douro,Portugal,Van Zellers,"1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
289,38.0,Chardonnay,Chablis,Burgundy,France,Joseph Drouhin,"0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0", white
290,,Portuguese Red,nan,Douro,Portugal,Quinta de la Rosa,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
291,105.0,Shiraz,Barossa Valley,South Australia,Australia,Torbreck,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
292,20.0,Portuguese Red,nan,Douro,Portugal,Wines & Winemakers,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
293,30.0,Chardonnay,Pouilly-Fuissé,Burgundy,France,Collovray et Terrier,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
294,45.0,Rhône-style Red Blend,"Red Mountain, Columbia Valley",Washington,US,Grand Rêve,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
295,50.0,Cabernet Sauvignon,"Columbia Valley (WA), Columbia Valley",Washington,US,Gordon Brothers,"0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0", red
296,27.0,Chardonnay,Pouilly-Fuissé,Burgundy,France,Collovray et Terrier,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", white
297,85.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Jarvis,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
298,,Chardonnay,Mâcon-Loché,Burgundy,France,Marcel Couturier,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
299,30.0,Pinot Grigio,Collio,Northeastern Italy,Italy,Marco Felluga,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1", white
300,36.0,Cabernet Sauvignon-Shiraz,South Australia,South Australia,Australia,Penfolds,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
301,50.0,Bordeaux-style Red Blend,"Napa Valley, Napa",California,US,Peter Franus,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
302,34.0,Chardonnay,Pouilly-Fuissé,Burgundy,France,Pierre Vessigaud,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
303,40.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Rodney Strong,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
304,65.0,Pinot Noir,"Edna Valley, Central Coast",California,US,Tolosa,"1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0", red
305,95.0,Corvina,Veronese,Veneto,Italy,Allegrini,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0", red
306,150.0,Cabernet Sauvignon,"St. Helena, Napa",California,US,D.R. Stephens,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1", red
307,,Pinot Noir,Chambolle-Musigny,Burgundy,France,Domaine Méo-Camuzet,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
308,58.0,Pinot Gris,Alsace,Alsace,France,Domaine Ostertag,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
309,55.0,Gewürztraminer,Alsace,Alsace,France,Domaine Zind-Humbrecht,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", white
310,55.0,Gewürztraminer,Alsace,Alsace,France,Domaine Zind-Humbrecht,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
311,50.0,Sparkling Blend,"Green Valley, Sonoma",California,US,Iron Horse,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
312,46.0,Pinot Noir,"Russian River Valley, Sonoma",California,US,Joseph Jewell,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
313,55.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Joseph Phelps,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
314,33.0,Zinfandel,"Sierra Foothills, Sierra Foothills",California,US,Chacewater,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0", red
315,25.0,Chardonnay,"Santa Lucia Highlands, Central Coast",California,US,Hahn,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
316,45.0,Cabernet Sauvignon,"Napa Valley, Napa",California,US,Jamieson Ranch,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
317,28.0,Syrah,"Sta. Rita Hills, Central Coast",California,US,Lafond,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
318,120.0,Pinot Noir,Gevrey-Chambertin,Burgundy,France,Louis Latour,"0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0", red
319,90.0,Pinot Noir,Gevrey-Chambertin,Burgundy,France,Louis Max,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
320,28.0,Riesling,Alsace,Alsace,France,Maurice Schoech & Fils,"0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", white
321,28.0,Pinot Noir,"Santa Barbara County, Central Coast",California,US,Melville,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0", red
322,135.0,Cabernet Sauvignon,"Napa County-Sonoma County, Napa-Sonoma",California,US,Pride Mountain,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
323,32.0,Riesling,Alsace,Alsace,France,René Muré,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", white
324,24.0,Gewürztraminer,Alsace,Alsace,France,René Muré,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
325,25.0,Sauvignon Blanc,"Santa Ynez Valley, Central Coast",California,US,Vincent Vineyards,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
326,28.0,Pinot Noir,"Sonoma Coast, Sonoma",California,US,Red Car,"0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1", red
327,42.0,Sauvignon Blanc,"Rutherford, Napa",California,US,Round Pond,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
328,16.0,Pinot Grigio,"Lodi, Central Valley",California,US,Vino Con Brio,"0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
329,11.0,Riesling,Grand River Valley,Ohio,US,Debonné,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
330,13.0,Malbec,San Juan,Other,Argentina,Graffigna,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
331,26.0,Petite Sirah,"Paso Robles, Central Coast",California,US,Vina Robles,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
332,25.0,Tempranillo,Ribera del Duero,Northern Spain,Spain,Campos Góticos,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
333,15.0,Riesling,Grand River Valley,Ohio,US,Debonné,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
334,13.0,Malbec,Uco Valley,Mendoza Province,Argentina,Finca El Origen,"1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
335,135.0,Cabernet Blend,"Napa Valley, Napa",California,US,Grgich Hills,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
